"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SG","Evan Turner",4700,"LAL@Bos 07:30PM ET",22.605,"Bos"
"C","Nikola Jokic",4700,"Den@Por 10:00PM ET",19.836,"Den"
"PF","Amir Johnson",4600,"LAL@Bos 07:30PM ET",20.647,"Bos"
"PF","Trevor Booker",4600,"Uta@Min 08:00PM ET",17.161,"Uta"
"PF","Cody Zeller",4600,"LAC@Cha 07:00PM ET",19.045,"Cha"
"SG","Rondae Hollis-Jefferson",4600,"Bkn@Orl 07:00PM ET",18.289,"Bkn"
"SF","Bojan Bogdanovic",4500,"Bkn@Orl 07:00PM ET",16.484,"Bkn"
"PG","Marcus Smart",4500,"LAL@Bos 07:30PM ET",22.125,"Bos"
"C","Andrew Bogut",4400,"GS@Dal 08:30PM ET",21.587,"GS"
"SF","Jared Dudley",4400,"Was@Tor 07:30PM ET",17.232,"Was"
"PF","Markieff Morris",4400,"Pho@SA 08:30PM ET",20.807,"Pho"
"C","Frank Kaminsky",4400,"LAC@Cha 07:00PM ET",14.698,"Cha"
"SG","Gary Harris",4400,"Den@Por 10:00PM ET",18.720,"Den"
"C","Joffrey Lauvergne",4400,"Den@Por 10:00PM ET",19.375,"Den"
"C","Roy Hibbert",4300,"LAL@Bos 07:30PM ET",21.008,"LAL"
"C","Festus Ezeli",4300,"GS@Dal 08:30PM ET",21.133,"GS"
"PF","Ed Davis",4300,"Den@Por 10:00PM ET",20.578,"Por"
"C","Alex Len",4300,"Pho@SA 08:30PM ET",18.000,"Pho"
"SF","T.J. Warren",4300,"Pho@SA 08:30PM ET",18.414,"Pho"
"PF","David Lee",4200,"LAL@Bos 07:30PM ET",16.667,"Bos"
"PG","Randy Foye",4200,"Den@Por 10:00PM ET",13.766,"Den"
"SG","Rodney Stuckey",4200,"Ind@Chi 08:00PM ET",20.250,"Ind"
"SG","Alec Burks",4200,"Uta@Min 08:00PM ET",23.018,"Uta"
"PG","Trey Burke",4200,"Uta@Min 08:00PM ET",19.603,"Uta"
"SG","Jamal Crawford",4100,"LAC@Cha 07:00PM ET",18.164,"LAC"
"SF","P.J. Tucker",4100,"Pho@SA 08:30PM ET",16.955,"Pho"
"PG","Ramon Sessions",4100,"Was@Tor 07:30PM ET",17.948,"Was"
"PF","Darrell Arthur",4100,"Den@Por 10:00PM ET",15.580,"Den"
"C","Kosta Koufos",4100,"Phi@Sac 10:00PM ET",19.308,"Sac"
"PG","Isaiah Canaan",4100,"Phi@Sac 10:00PM ET",19.417,"Phi"
"SG","Terrence Ross",4100,"Was@Tor 07:30PM ET",14.904,"Tor"
"SF","Kelly Oubre Jr.",4100,"Was@Tor 07:30PM ET",9.295,"Was"
"SG","Manu Ginobili",4000,"Pho@SA 08:30PM ET",21.093,"SA"
"SG","Gary Neal",4000,"Was@Tor 07:30PM ET",16.094,"Was"
"C","Meyers Leonard",4000,"Den@Por 10:00PM ET",18.394,"Por"
"SG","Jeremy Lamb",4000,"LAC@Cha 07:00PM ET",20.569,"Cha"
"PF","David West",3900,"Pho@SA 08:30PM ET",14.758,"SA"
"PF","Nene Hilario",3900,"Was@Tor 07:30PM ET",17.604,"Was"
"PF","Patrick Patterson",3900,"Was@Tor 07:30PM ET",15.414,"Tor"
"PF","Larry Nance Jr.",3900,"LAL@Bos 07:30PM ET",12.880,"LAL"
"PG","Shane Larkin",3900,"Bkn@Orl 07:00PM ET",17.843,"Bkn"
"SF","Jerami Grant",3900,"Phi@Sac 10:00PM ET",20.674,"Phi"
"SG","Devin Booker",3900,"Pho@SA 08:30PM ET",10.000,"Pho"
"SF","Paul Pierce",3800,"LAC@Cha 07:00PM ET",10.117,"LAC"
"C","Tyson Chandler",3800,"Pho@SA 08:30PM ET",16.885,"Pho"
"PF","Channing Frye",3800,"Bkn@Orl 07:00PM ET",14.048,"Orl"
"SG","Danny Green",3800,"Pho@SA 08:30PM ET",17.076,"SA"
"PG","Patty Mills",3800,"Pho@SA 08:30PM ET",17.030,"SA"
"PF","Dwight Powell",3800,"GS@Dal 08:30PM ET",18.200,"Dal"
"SG","Kevin Martin",3700,"Uta@Min 08:00PM ET",17.990,"Min"
"PF","Kris Humphries",3700,"Was@Tor 07:30PM ET",14.344,"Was"
"PG","Cory Joseph",3700,"Was@Tor 07:30PM ET",18.180,"Tor"
"SF","Mirza Teletovic",3700,"Pho@SA 08:30PM ET",15.545,"Pho"
"PF","Bobby Portis",3700,"Ind@Chi 08:00PM ET",14.972,"Chi"
"SG","Wayne Ellington",3600,"Bkn@Orl 07:00PM ET",10.808,"Bkn"
"SG","Gerald Henderson",3600,"Den@Por 10:00PM ET",11.969,"Por"
"SG","Marco Belinelli",3600,"Phi@Sac 10:00PM ET",16.419,"Sac"
"SF","James Johnson",3600,"Was@Tor 07:30PM ET",11.029,"Tor"
"PF","J.J. Hickson",3600,"Den@Por 10:00PM ET",16.667,"Den"
"PF","Andrew Nicholson",3600,"Bkn@Orl 07:00PM ET",15.091,"Orl"
"SG","Hollis Thompson",3600,"Phi@Sac 10:00PM ET",16.955,"Phi"
"SF","Tony Snell",3600,"Ind@Chi 08:00PM ET",13.481,"Chi"
"SF","Doug McDermott",3600,"Ind@Chi 08:00PM ET",13.509,"Chi"
"SF","Kostas Papanikolaou",3600,"Den@Por 10:00PM ET",6.989,"Den"
"PG","Devin Harris",3500,"GS@Dal 08:30PM ET",15.817,"Dal"
"PF","Boris Diaw",3500,"Pho@SA 08:30PM ET",14.780,"SA"
"PG","Aaron Brooks",3500,"Ind@Chi 08:00PM ET",15.512,"Chi"
"PF","Brandon Bass",3500,"LAL@Bos 07:30PM ET",13.611,"LAL"
"PG","Shaun Livingston",3500,"GS@Dal 08:30PM ET",13.500,"GS"
"PF","Josh Smith",3500,"LAC@Cha 07:00PM ET",15.543,"LAC"
"SG","Brandon Rush",3500,"GS@Dal 08:30PM ET",10.943,"GS"
"C","Lavoy Allen",3500,"Ind@Chi 08:00PM ET",14.836,"Ind"
"C","Jeff Withey",3500,"Uta@Min 08:00PM ET",11.167,"Uta"
"PG","T.J. McConnell",3500,"Phi@Sac 10:00PM ET",20.780,"Phi"
"SG","Ben McLemore",3500,"Phi@Sac 10:00PM ET",13.839,"Sac"
"SF","Aaron Gordon",3500,"Bkn@Orl 07:00PM ET",16.792,"Orl"
"SG","Nick Young",3400,"LAL@Bos 07:30PM ET",13.196,"LAL"
"C","Cole Aldrich",3400,"LAC@Cha 07:00PM ET",9.450,"LAC"
"PG","Tim Frazier",3400,"Den@Por 10:00PM ET",5.539,"Por"
"SG","Austin Rivers",3400,"LAC@Cha 07:00PM ET",12.819,"LAC"
"SF","P.J. Hairston",3400,"LAC@Cha 07:00PM ET",11.370,"Cha"
"SF","Maurice Harkless",3400,"Den@Por 10:00PM ET",12.212,"Por"
"PF","Richaun Holmes",3400,"Phi@Sac 10:00PM ET",12.185,"Phi"
"SF","Shabazz Muhammad",3400,"Uta@Min 08:00PM ET",12.274,"Min"
"PG","Ronnie Price",3300,"Pho@SA 08:30PM ET",9.677,"Pho"
"C","Andrea Bargnani",3300,"Bkn@Orl 07:00PM ET",11.407,"Bkn"
"C","Spencer Hawes",3300,"LAC@Cha 07:00PM ET",14.139,"Cha"
"SG","Nik Stauskas",3300,"Phi@Sac 10:00PM ET",14.142,"Phi"
"C","Willie Cauley-Stein",3300,"Phi@Sac 10:00PM ET",14.813,"Sac"
"PF","Kevin Garnett",3200,"Uta@Min 08:00PM ET",13.528,"Min"
"SF","Metta World Peace",3200,"LAL@Bos 07:30PM ET",12.015,"LAL"
"PG","Kirk Hinrich",3200,"Ind@Chi 08:00PM ET",8.838,"Chi"
"PF","Carl Landry",3200,"Phi@Sac 10:00PM ET",16.083,"Phi"
"PF","Jason Smith",3200,"Bkn@Orl 07:00PM ET",10.933,"Orl"
"SF","Wesley Johnson",3200,"LAC@Cha 07:00PM ET",11.258,"LAC"
"C","Nikola Pekovic",3200,"Uta@Min 08:00PM ET",0,"Min"
"PF","Jonas Jerebko",3200,"LAL@Bos 07:30PM ET",8.435,"Bos"
"SF","Lance Stephenson",3200,"LAC@Cha 07:00PM ET",10.683,"LAC"
"SG","Joe Ingles",3200,"Uta@Min 08:00PM ET",8.411,"Uta"
"C","Boban Marjanovic",3200,"Pho@SA 08:30PM ET",9.353,"SA"
"SF","Jakarr Sampson",3200,"Phi@Sac 10:00PM ET",11.164,"Phi"
"PG","Raul Neto",3200,"Uta@Min 08:00PM ET",12.348,"Uta"
"PF","Noah Vonleh",3200,"Den@Por 10:00PM ET",9.227,"Por"
"C","Myles Turner",3200,"Ind@Chi 08:00PM ET",12.031,"Ind"
"PF","Trey Lyles",3200,"Uta@Min 08:00PM ET",7.972,"Uta"
"SF","Tayshaun Prince",3100,"Uta@Min 08:00PM ET",7.306,"Min"
"PG","C.J. Watson",3100,"Bkn@Orl 07:00PM ET",13.875,"Orl"
"PF","Charlie Villanueva",3100,"GS@Dal 08:30PM ET",11.661,"Dal"
"SF","Luc Richard Mbah a Moute",3100,"LAC@Cha 07:00PM ET",6.008,"LAC"
"SF","Chase Budinger",3100,"Ind@Chi 08:00PM ET",10.842,"Ind"
"PG","Donald Sloan",3100,"Bkn@Orl 07:00PM ET",8.333,"Bkn"
"C","JaVale McGee",3100,"GS@Dal 08:30PM ET",10.000,"Dal"
"C","Robert Sacre",3100,"LAL@Bos 07:30PM ET",9.646,"LAL"
"C","Tyler Zeller",3100,"LAL@Bos 07:30PM ET",7.845,"Bos"
"SF","Solomon Hill",3100,"Ind@Chi 08:00PM ET",5.857,"Ind"
"PF","Nemanja Bjelica",3100,"Uta@Min 08:00PM ET",13.577,"Min"
"PG","Kendall Marshall",3100,"Phi@Sac 10:00PM ET",11.750,"Phi"
"PG","Shabazz Napier",3100,"Bkn@Orl 07:00PM ET",8.962,"Orl"
"SG","Markel Brown",3100,"Bkn@Orl 07:00PM ET",5.944,"Bkn"
"SF","Kyle Anderson",3100,"Pho@SA 08:30PM ET",8.927,"SA"
"PG","Andre Miller",3000,"Uta@Min 08:00PM ET",10.067,"Min"
"SG","Mike Miller",3000,"Den@Por 10:00PM ET",6.185,"Den"
"PF","Matt Bonner",3000,"Pho@SA 08:30PM ET",5.104,"SA"
"C","Chris Kaman",3000,"Den@Por 10:00PM ET",5.850,"Por"
"SG","Alan Anderson",3000,"Was@Tor 07:30PM ET",0,"Was"
"PF","Drew Gooden",3000,"Was@Tor 07:30PM ET",11.542,"Was"
"SF","Caron Butler",3000,"Phi@Sac 10:00PM ET",5.175,"Sac"
"SG","Rasual Butler",3000,"Pho@SA 08:30PM ET",6.396,"SA"
"SF","Mike Dunleavy",3000,"Ind@Chi 08:00PM ET",0,"Chi"
"PG","Leandro Barbosa",3000,"GS@Dal 08:30PM ET",11.970,"GS"
"PG","Brian Roberts",3000,"LAC@Cha 07:00PM ET",5.250,"Cha"
"PF","Jason Thompson",3000,"GS@Dal 08:30PM ET",5.433,"GS"
"PF","Tyler Hansbrough",3000,"LAC@Cha 07:00PM ET",5.567,"Cha"
"C","Marreese Speights",3000,"GS@Dal 08:30PM ET",9.604,"GS"
"SG","Sonny Weems",3000,"Pho@SA 08:30PM ET",5.339,"Pho"
"SG","Elijah Millsap",3000,"Uta@Min 08:00PM ET",6.597,"Uta"
"SF","Jeremy Evans",3000,"GS@Dal 08:30PM ET",4.845,"Dal"
"SG","E'Twaun Moore",3000,"Ind@Chi 08:00PM ET",9.091,"Chi"
"SG","James Anderson",3000,"Phi@Sac 10:00PM ET",5.050,"Sac"
"C","DeJuan Blair",3000,"Was@Tor 07:30PM ET",6.083,"Was"
"SF","Chris Johnson",3000,"Uta@Min 08:00PM ET",3.938,"Uta"
"PG","Seth Curry",3000,"Phi@Sac 10:00PM ET",6.766,"Sac"
"PF","Quincy Acy",3000,"Phi@Sac 10:00PM ET",7.654,"Sac"
"PF","Willie Reed",3000,"Bkn@Orl 07:00PM ET",9.271,"Bkn"
"SG","Ian Clark",3000,"GS@Dal 08:30PM ET",6.970,"GS"
"C","Shayne Whittington",3000,"Ind@Chi 08:00PM ET",-1.000,"Ind"
"SG","C.J. Wilcox",3000,"LAC@Cha 07:00PM ET",0.000,"LAC"
"SG","John Jenkins",3000,"GS@Dal 08:30PM ET",5.923,"Dal"
"SF","Ryan Kelly",3000,"LAL@Bos 07:30PM ET",12.125,"LAL"
"PF","Cory Jefferson",3000,"Pho@SA 08:30PM ET",5.833,"Pho"
"PF","Thomas Robinson",3000,"Bkn@Orl 07:00PM ET",9.065,"Bkn"
"PG","Troy Daniels",3000,"LAC@Cha 07:00PM ET",4.104,"Cha"
"C","Tibor Pleiss",3000,"Uta@Min 08:00PM ET",1.688,"Uta"
"PF","Cameron Bairstow",3000,"Ind@Chi 08:00PM ET",2.700,"Chi"
"C","Tarik Black",3000,"LAL@Bos 07:30PM ET",9.844,"LAL"
"SF","Duje Dukan",3000,"Phi@Sac 10:00PM ET",0,"Sac"
"SG","Jarell Eddie",3000,"Was@Tor 07:30PM ET",19.750,"Was"
"SF","Anthony Brown",3000,"LAL@Bos 07:30PM ET",4.875,"LAL"
"PG","Pablo Prigioni",3000,"LAC@Cha 07:00PM ET",7.917,"LAC"
"PF","Eric Moreland",3000,"Phi@Sac 10:00PM ET",3.900,"Sac"
"SF","Jonathon Simmons",3000,"Pho@SA 08:30PM ET",10.066,"SA"
"SF","Devyn Marble",3000,"Bkn@Orl 07:00PM ET",1.000,"Orl"
"PF","Adreian Payne",3000,"Uta@Min 08:00PM ET",7.565,"Min"
"SG","Joe Young",3000,"Ind@Chi 08:00PM ET",3.159,"Ind"
"PG","Marcelo Huertas",3000,"LAL@Bos 07:30PM ET",9.333,"LAL"
"C","Salah Mejri",3000,"GS@Dal 08:30PM ET",2.350,"Dal"
"PG","Ray McCallum",3000,"Pho@SA 08:30PM ET",4.673,"SA"
"PG","Bryce Cotton",3000,"Pho@SA 08:30PM ET",0,"Pho"
"SF","Pat Connaughton",3000,"Den@Por 10:00PM ET",0.950,"Por"
"SF","Michael Kidd-Gilchrist",3000,"LAC@Cha 07:00PM ET",0,"Cha"
"C","Dewayne Dedmon",3000,"Bkn@Orl 07:00PM ET",11.653,"Orl"
"SF","Branden Dawson",3000,"LAC@Cha 07:00PM ET",2.000,"LAC"
"PF","James Michael McAdoo",3000,"GS@Dal 08:30PM ET",4.707,"GS"
"PF","Rakeem Christmas",3000,"Ind@Chi 08:00PM ET",0,"Ind"
"SG","Norman Powell",3000,"Was@Tor 07:30PM ET",4.229,"Tor"
"C","Lucas Nogueira",3000,"Was@Tor 07:30PM ET",7.591,"Tor"
"SF","Sergey Karasev",3000,"Bkn@Orl 07:00PM ET",2.159,"Bkn"
"SG","R.J. Hunter",3000,"LAL@Bos 07:30PM ET",7.463,"Bos"
"SF","Justin Anderson",3000,"GS@Dal 08:30PM ET",4.125,"Dal"
"SF","Glenn Robinson III",3000,"Ind@Chi 08:00PM ET",7.236,"Ind"
"SG","Archie Goodwin",3000,"Pho@SA 08:30PM ET",9.483,"Pho"
"SF","Anthony Bennett",3000,"Was@Tor 07:30PM ET",4.525,"Tor"
"PG","Delon Wright",3000,"Was@Tor 07:30PM ET",1.450,"Tor"
"PF","Jordan Mickey",3000,"LAL@Bos 07:30PM ET",4.750,"Bos"
"PF","Christian Wood",3000,"Phi@Sac 10:00PM ET",8.321,"Phi"
"PG","Terry Rozier",3000,"LAL@Bos 07:30PM ET",3.594,"Bos"
"SG","James Young",3000,"LAL@Bos 07:30PM ET",5.000,"Bos"
"PG","Aaron Harrison",3000,"LAC@Cha 07:00PM ET",2.800,"Cha"
"C","Joel Embiid",3000,"Phi@Sac 10:00PM ET",0,"Phi"
"PG","Dante Exum",3000,"Uta@Min 08:00PM ET",0,"Uta"
"SF","Bruno Caboclo",3000,"Was@Tor 07:30PM ET",0.000,"Tor"
"SF","Damjan Rudez",3000,"Uta@Min 08:00PM ET",3.911,"Min"
"C","Cristiano Felicio",3000,"Ind@Chi 08:00PM ET",1.750,"Chi"
"SG","Mario Hezonja",3000,"Bkn@Orl 07:00PM ET",8.321,"Orl"
"PG","Tyus Jones",3000,"Uta@Min 08:00PM ET",6.050,"Min"
"PF","Cliff Alexander",3000,"Den@Por 10:00PM ET",3.286,"Por"
"PF","Kevon Looney",3000,"GS@Dal 08:30PM ET",0,"GS"
"PF","Chris McCullough",3000,"Bkn@Orl 07:00PM ET",0,"Bkn"
"SF","Luis Montero",3000,"Den@Por 10:00PM ET",2.650,"Por"
