"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SG","Iman Shumpert",3800,"Cle@Den 09:00PM ET",13.821,"Cle"
"SG","Dion Waiters",3800,"Mil@OKC 08:00PM ET",18.540,"OKC"
"SF","Justise Winslow",3800,"Mia@Mem 08:00PM ET",15.302,"Mia"
"SF","Stanley Johnson",3800,"Det@NY 07:30PM ET",16.218,"Det"
"SF","Corey Brewer",3700,"Atl@Hou 08:00PM ET",14.766,"Hou"
"SG","Langston Galloway",3700,"Det@NY 07:30PM ET",18.547,"NY"
"C","Timofey Mozgov",3700,"Cle@Den 09:00PM ET",14.471,"Cle"
"SG","Tyler Johnson",3700,"Mia@Mem 08:00PM ET",16.369,"Mia"
"PG","Beno Udrih",3600,"Mia@Mem 08:00PM ET",9.750,"Mia"
"PF","J.J. Hickson",3600,"Cle@Den 09:00PM ET",16.667,"Den"
"PF","Donatas Motiejunas",3600,"Atl@Hou 08:00PM ET",9.979,"Hou"
"SF","Kostas Papanikolaou",3600,"Cle@Den 09:00PM ET",6.989,"Den"
"SF","Tony Allen",3500,"Mia@Mem 08:00PM ET",14.295,"Mem"
"PG","Greivis Vasquez",3500,"Mil@OKC 08:00PM ET",17.047,"Mil"
"PF","Kyle O'Quinn",3400,"Det@NY 07:30PM ET",15.120,"NY"
"PG","Jason Terry",3300,"Atl@Hou 08:00PM ET",10.712,"Hou"
"SF","Richard Jefferson",3300,"Cle@Den 09:00PM ET",12.384,"Cle"
"PF","Mike Scott",3300,"Atl@Hou 08:00PM ET",11.019,"Atl"
"SG","Andre Roberson",3300,"Mil@OKC 08:00PM ET",13.442,"OKC"
"PF","Josh McRoberts",3200,"Mia@Mem 08:00PM ET",10.638,"Mia"
"PF","Brandan Wright",3200,"Mia@Mem 08:00PM ET",14.571,"Mem"
"PF","JaMychal Green",3200,"Mia@Mem 08:00PM ET",13.811,"Mem"
"C","Miles Plumlee",3200,"Mil@OKC 08:00PM ET",7.313,"Mil"
"SF","Derrick Williams",3200,"Det@NY 07:30PM ET",13.008,"NY"
"PG","Steve Blake",3100,"Det@NY 07:30PM ET",12.157,"Det"
"SG","James Jones",3100,"Cle@Den 09:00PM ET",7.010,"Cle"
"PF","Anthony Tolliver",3100,"Det@NY 07:30PM ET",12.033,"Det"
"SG","Anthony Morrow",3100,"Mil@OKC 08:00PM ET",8.983,"OKC"
"C","Aron Baynes",3100,"Det@NY 07:30PM ET",11.425,"Det"
"PG","D.J. Augustin",3100,"Mil@OKC 08:00PM ET",9.605,"OKC"
"C","Tiago Splitter",3100,"Atl@Hou 08:00PM ET",12.576,"Atl"
"PF","Johnny O'Bryant",3100,"Mil@OKC 08:00PM ET",9.575,"Mil"
"SG","Vince Carter",3000,"Mia@Mem 08:00PM ET",9.500,"Mem"
"SG","Mike Miller",3000,"Cle@Den 09:00PM ET",6.185,"Den"
"C","Nick Collison",3000,"Mil@OKC 08:00PM ET",8.787,"OKC"
"PF","Louis Amundson",3000,"Det@NY 07:30PM ET",7.327,"NY"
"C","Chris Andersen",3000,"Mia@Mem 08:00PM ET",4.417,"Mia"
"PF","Amar'e Stoudemire",3000,"Mia@Mem 08:00PM ET",8.300,"Mia"
"SF","Steve Novak",3000,"Mil@OKC 08:00PM ET",3.250,"OKC"
"PF","Chris Copeland",3000,"Mil@OKC 08:00PM ET",3.903,"Mil"
"PF","Udonis Haslem",3000,"Mia@Mem 08:00PM ET",5.768,"Mia"
"SG","Sasha Vujacic",3000,"Det@NY 07:30PM ET",8.864,"NY"
"C","Anderson Varejao",3000,"Cle@Den 09:00PM ET",6.663,"Cle"
"C","Sasha Kaun",3000,"Cle@Den 09:00PM ET",3.406,"Cle"
"PF","Joel Anthony",3000,"Det@NY 07:30PM ET",3.607,"Det"
"SG","Jodie Meeks",3000,"Det@NY 07:30PM ET",2.000,"Det"
"SG","Justin Holiday",3000,"Atl@Hou 08:00PM ET",6.486,"Atl"
"SF","Kyle Singler",3000,"Mil@OKC 08:00PM ET",5.054,"OKC"
"PG","Shelvin Mack",3000,"Atl@Hou 08:00PM ET",7.938,"Atl"
"SG","Lamar Patterson",3000,"Atl@Hou 08:00PM ET",7.463,"Atl"
"SG","Jared Cunningham",3000,"Cle@Den 09:00PM ET",7.315,"Cle"
"C","Mike Muscala",3000,"Atl@Hou 08:00PM ET",9.120,"Atl"
"SG","Joe Harris",3000,"Cle@Den 09:00PM ET",1.950,"Cle"
"PF","Kevin Seraphin",3000,"Det@NY 07:30PM ET",10.130,"NY"
"SG","Tim Hardaway Jr.",3000,"Atl@Hou 08:00PM ET",5.438,"Atl"
"SF","Josh Huestis",3000,"Mil@OKC 08:00PM ET",0,"OKC"
"PG","Jerian Grant",3000,"Det@NY 07:30PM ET",11.414,"NY"
"SF","Reggie Bullock",3000,"Det@NY 07:30PM ET",1.283,"Det"
"PG","Russ Smith",3000,"Mia@Mem 08:00PM ET",3.983,"Mem"
"SG","Darrun Hilliard",3000,"Det@NY 07:30PM ET",3.750,"Det"
"SG","James Ennis",3000,"Mia@Mem 08:00PM ET",3.969,"Mem"
"PG","Spencer Dinwiddie",3000,"Det@NY 07:30PM ET",8.083,"Det"
"SG","Josh Richardson",3000,"Mia@Mem 08:00PM ET",4.308,"Mia"
"SF","K.J. McDaniels",3000,"Atl@Hou 08:00PM ET",3.525,"Hou"
"PF","Jarnell Stokes",3000,"Mia@Mem 08:00PM ET",1.250,"Mia"
"SF","Sam Dekker",3000,"Atl@Hou 08:00PM ET",1.083,"Hou"
"SG","Jordan Adams",3000,"Mia@Mem 08:00PM ET",9.500,"Mem"
"PF","Montrezl Harrell",3000,"Atl@Hou 08:00PM ET",6.603,"Hou"
"PF","Mitch McGary",3000,"Mil@OKC 08:00PM ET",3.792,"OKC"
"SF","Cleanthony Early",3000,"Det@NY 07:30PM ET",1.667,"NY"
"PF","Jarell Martin",3000,"Mia@Mem 08:00PM ET",1.000,"Mem"
"PG","Tyler Ennis",3000,"Mil@OKC 08:00PM ET",7.464,"Mil"
"PG","Cameron Payne",3000,"Mil@OKC 08:00PM ET",6.000,"OKC"
"SF","Damien Inglis",3000,"Mil@OKC 08:00PM ET",3.357,"Mil"
"C","Walter Tavares",3000,"Atl@Hou 08:00PM ET",1.875,"Atl"
"SG","Rashad Vaughn",3000,"Mil@OKC 08:00PM ET",5.000,"Mil"
