"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16071","PG","Tim","Frazier","5.2","21","3500","POR@DEN","POR","DEN","","","",""
"15587","SF","Ryan","Kelly","11.5","10","3500","PHO@LAL","LAL","PHO","","","",""
"58150","PF","Cliff","Alexander","3.2","7","3500","POR@DEN","POR","DEN","","","",""
"15993","SG","Pat","Connaughton","1","11","3500","POR@DEN","POR","DEN","","","",""
"16233","SG","Josh","Richardson","3.9","13","3500","MIA@WAS","MIA","WAS","","","",""
"63477","SF","Luis","Montero","2.5","6","3500","POR@DEN","POR","DEN","","","",""
"9589","PF","Udonis","Haslem","5.4","15","3500","MIA@WAS","MIA","WAS","","","",""
"9928","SF","Sonny","Weems","4.6","16","3500","PHO@LAL","PHO","LAL","","","",""
"9723","PG","Ronnie","Price","9.2","32","3500","PHO@LAL","PHO","LAL","","","",""
"66521","PG","Marcelo","Huertas","8.5","18","3500","PHO@LAL","LAL","PHO","","","",""
"9580","PF","Darrell","Arthur","14.6","31","3500","POR@DEN","DEN","POR","","","",""
"16375","SG","Jarell","Eddie","12.9","3","3500","MIA@WAS","WAS","MIA","","","",""
"16100","PG","Bryce","Cotton","3.2","3","3500","PHO@LAL","PHO","LAL","","","",""
"16378","SG","Erick","Green","0.9","3","3500","POR@DEN","DEN","POR","","","",""
"9951","SG","Gerald","Henderson","10.6","26","3500","POR@DEN","POR","DEN","","","",""
"23824","PG","Archie","Goodwin","9","17","3500","PHO@LAL","PHO","LAL","","","",""
"9568","SF","Metta","World Peace","11.2","17","3500","PHO@LAL","LAL","PHO","","","",""
