"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"17218","PF","Andrew","Nicholson","13.8","27","3600","ORL@BKN","ORL","BKN","","","",""
"15782","PG","Russ","Smith","3.7","15","3500","DEN@MEM","MEM","DEN","","","",""
"15792","C","Johnny","O'Bryant","9","34","3500","DAL@MIL","MIL","DAL","","","",""
"9785","SF","James","Jones","6.4","29","3500","CLE@MIN","CLE","MIN","","","",""
"20907","C","Shayne","Whittington","3.1","2","3500","IND@NO","IND","NO","","","",""
"63123","SF","Mario","Hezonja","7.2","33","3500","ORL@BKN","ORL","BKN","","","",""
"23920","PF","Anthony","Bennett","4.1","10","3500","TOR@WAS","TOR","WAS","","","",""
"9778","PF","Josh","McRoberts","10","20","3500","MIA@PHO","MIA","PHO","O","Knee","",""
"16293","SG","Norman","Powell","3.6","14","3500","TOR@WAS","TOR","WAS","","","",""
"9737","SG","Nick","Young","11.7","32","3500","OKC@LAL","LAL","OKC","","","",""
"9734","SF","Mike","Miller","5.1","27","3500","DEN@MEM","DEN","MEM","","","",""
"16301","C","Dewayne","Dedmon","10.3","23","3500","ORL@BKN","ORL","BKN","","","",""
"9733","SG","Randy","Foye","12.3","36","3500","DEN@MEM","DEN","MEM","","","",""
"9751","PG","Toney","Douglas","11.2","19","3500","IND@NO","NO","IND","","","",""
"34615","PF","Willie","Reed","8.6","16","3500","ORL@BKN","BKN","ORL","","","",""
"64017","C","Salah","Mejri","2.2","5","3500","DAL@MIL","DAL","MIL","","","",""
"16335","SG","John","Jenkins","5.2","16","3500","DAL@MIL","DAL","MIL","","","",""
"15864","PF","Adreian","Payne","6.7","26","3500","CLE@MIN","MIN","CLE","","","",""
"9804","C","Alexis","Ajinca","10.5","24","3500","IND@NO","NO","IND","","","",""
"55376","SF","Damjan","Rudez","3.4","15","3500","CLE@MIN","MIN","CLE","","","",""
"16363","SG","Joe","Harris","1.7","5","3500","CLE@MIN","CLE","MIN","O","Foot","",""
"16375","SG","Jarell","Eddie","10","5","3500","TOR@WAS","WAS","TOR","","","",""
"16378","SG","Erick","Green","0.9","3","3500","DEN@MEM","DEN","MEM","","","",""
"58253","PF","Myles","Turner","12.3","13","3500","IND@NO","IND","NO","","","",""
"23824","PG","Archie","Goodwin","8.8","18","3500","MIA@PHO","PHO","MIA","","","",""
"9895","SF","Steve","Novak","2.9","5","3500","OKC@LAL","OKC","LAL","","","",""
"17491","SF","James","Ennis","5.6","5","3500","DEN@MEM","MEM","DEN","","","",""
"16188","SF","Anthony","Brown","6.5","11","3500","OKC@LAL","LAL","OKC","","","",""
"58661","SG","Rashad","Vaughn","4.3","29","3500","DAL@MIL","MIL","DAL","","","",""
"16925","PF","Jarnell","Stokes","1.2","2","3500","MIA@PHO","MIA","PHO","","","",""
"9952","C","DeJuan","Blair","5.6","18","3500","TOR@WAS","WAS","TOR","","","",""
"16202","PF","Rakeem","Christmas","0","24","3500","IND@NO","IND","NO","","","",""
"9966","SF","James","Johnson","10.1","29","3500","TOR@WAS","TOR","WAS","","","",""
"58153","SF","Kelly","Oubre","8.8","26","3500","TOR@WAS","WAS","TOR","","","",""
"58150","PF","Cliff","Alexander","3.2","7","3500","GS@POR","POR","GS","","","",""
"15730","PF","Thomas","Robinson","8.3","30","3500","ORL@BKN","BKN","ORL","","","",""
"16233","SG","Josh","Richardson","3.7","14","3500","MIA@PHO","MIA","PHO","","","",""
"9928","SF","Sonny","Weems","4.2","17","3500","MIA@PHO","PHO","MIA","","","",""
"9461","PF","Kevin","Garnett","13.2","31","3500","CLE@MIN","MIN","CLE","","","",""
"9463","C","Kendrick","Perkins","6.1","9","3500","IND@NO","NO","IND","","","",""
"9942","SF","Chase","Budinger","9.9","33","3500","IND@NO","IND","NO","","","",""
"9940","PF","Dante","Cunningham","9.8","33","3500","IND@NO","NO","IND","","","",""
"9951","SG","Gerald","Henderson","11","29","3500","GS@POR","POR","GS","","","",""
"9466","PG","D.J.","Augustin","8.7","31","3500","OKC@LAL","OKC","LAL","","","",""
"15699","SG","Roy Devyn","Marble","0.9","6","3500","ORL@BKN","ORL","BKN","","","",""
