"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Goran Dragic",5800,"Mia@Was 06:00PM ET",25.685,"Mia"
"PF","Taj Gibson",5700,"Chi@Tor 03:30PM ET",20.492,"Chi"
"PF","Jon Leuer",5600,"Pho@LAL 09:30PM ET",20.836,"Pho"
"SF","Kent Bazemore",5600,"Atl@NY 03:30PM ET",25.897,"Atl"
"PF","Julius Randle",5600,"Pho@LAL 09:30PM ET",27.932,"LAL"
"SF","Wilson Chandler",5500,"Por@Den 09:00PM ET",0,"Den"
"PG","Jameer Nelson",5400,"Por@Den 09:00PM ET",20.887,"Den"
"C","Joakim Noah",5400,"Chi@Tor 03:30PM ET",23.970,"Chi"
"SG","Lou Williams",5400,"Pho@LAL 09:30PM ET",23.148,"LAL"
"PG","Emmanuel Mudiay",5400,"Por@Den 09:00PM ET",25.511,"Den"
"C","Mason Plumlee",5300,"Por@Den 09:00PM ET",26.736,"Por"
"PG","Jordan Clarkson",5300,"Pho@LAL 09:30PM ET",25.352,"LAL"
"C","Bismack Biyombo",5200,"Chi@Tor 03:30PM ET",20.603,"Tor"
"C","Jonas Valanciunas",5100,"Chi@Tor 03:30PM ET",26.206,"Tor"
"SF","T.J. Warren",5100,"Pho@LAL 09:30PM ET",19.736,"Pho"
"SF","Al-Farouq Aminu",5000,"Por@Den 09:00PM ET",24.457,"Por"
"PF","Nikola Mirotic",5000,"Chi@Tor 03:30PM ET",23.258,"Chi"
"PG","Dennis Schroder",5000,"Atl@NY 03:30PM ET",21.992,"Atl"
"SF","DeMarre Carroll",4900,"Chi@Tor 03:30PM ET",23.648,"Tor"
"C","Jusuf Nurkic",4900,"Por@Den 09:00PM ET",5.000,"Den"
"PG","D'Angelo Russell",4900,"Pho@LAL 09:30PM ET",24.419,"LAL"
"PF","Luis Scola",4800,"Chi@Tor 03:30PM ET",20.919,"Tor"
"SF","P.J. Tucker",4800,"Pho@LAL 09:30PM ET",17.743,"Pho"
"SG","Allen Crabbe",4800,"Por@Den 09:00PM ET",17.636,"Por"
"SF","Luol Deng",4700,"Mia@Was 06:00PM ET",20.673,"Mia"
"SG","Gary Harris",4700,"Por@Den 09:00PM ET",19.527,"Den"
"C","Nikola Jokic",4700,"Por@Den 09:00PM ET",19.445,"Den"
"SG","Garrett Temple",4600,"Mia@Was 06:00PM ET",14.517,"Was"
"SG","Arron Afflalo",4500,"Atl@NY 03:30PM ET",20.904,"NY"
"SF","Jared Dudley",4400,"Mia@Was 06:00PM ET",17.708,"Was"
"PF","Markieff Morris",4400,"Pho@LAL 09:30PM ET",20.500,"Pho"
"C","Joffrey Lauvergne",4400,"Por@Den 09:00PM ET",20.264,"Den"
"PG","Aaron Brooks",4300,"Chi@Tor 03:30PM ET",16.304,"Chi"
"SG","Gerald Green",4300,"Mia@Was 06:00PM ET",18.000,"Mia"
"C","Robin Lopez",4300,"Atl@NY 03:30PM ET",18.971,"NY"
"PF","Bobby Portis",4300,"Chi@Tor 03:30PM ET",17.682,"Chi"
"SG","Devin Booker",4200,"Pho@LAL 09:30PM ET",11.258,"Pho"
"C","Tyson Chandler",4100,"Pho@LAL 09:30PM ET",17.667,"Pho"
"SG","Kyle Korver",4100,"Atl@NY 03:30PM ET",19.938,"Atl"
"C","Roy Hibbert",4100,"Pho@LAL 09:30PM ET",20.485,"LAL"
"PG","Ramon Sessions",4100,"Mia@Was 06:00PM ET",18.411,"Was"
"PG","Jose Calderon",4100,"Atl@NY 03:30PM ET",18.919,"NY"
"SG","Terrence Ross",4100,"Chi@Tor 03:30PM ET",15.161,"Tor"
"C","Meyers Leonard",4100,"Por@Den 09:00PM ET",18.759,"Por"
"PF","Larry Nance Jr.",4100,"Pho@LAL 09:30PM ET",13.509,"LAL"
"SG","Gary Neal",4000,"Mia@Was 06:00PM ET",16.094,"Was"
"C","Alex Len",4000,"Pho@LAL 09:30PM ET",16.819,"Pho"
"PF","Nene Hilario",3900,"Mia@Was 06:00PM ET",17.604,"Was"
"PG","Randy Foye",3900,"Por@Den 09:00PM ET",13.640,"Den"
"PF","Darrell Arthur",3900,"Por@Den 09:00PM ET",15.355,"Den"
"PF","Ed Davis",3900,"Por@Den 09:00PM ET",19.794,"Por"
"SF","Mirza Teletovic",3900,"Pho@LAL 09:30PM ET",16.007,"Pho"
"SF","Thabo Sefolosha",3800,"Atl@NY 03:30PM ET",18.325,"Atl"
"SF","Justise Winslow",3800,"Mia@Was 06:00PM ET",15.302,"Mia"
"SF","Lance Thomas",3700,"Atl@NY 03:30PM ET",13.765,"NY"
"PF","Patrick Patterson",3700,"Chi@Tor 03:30PM ET",15.316,"Tor"
"SG","Tyler Johnson",3700,"Mia@Was 06:00PM ET",16.478,"Mia"
"PF","Brandon Bass",3600,"Pho@LAL 09:30PM ET",14.121,"LAL"
"PF","J.J. Hickson",3600,"Por@Den 09:00PM ET",16.667,"Den"
"SF","Tony Snell",3600,"Chi@Tor 03:30PM ET",13.422,"Chi"
"SG","Langston Galloway",3600,"Atl@NY 03:30PM ET",17.985,"NY"
"PG","Cory Joseph",3600,"Chi@Tor 03:30PM ET",17.890,"Tor"
"SF","Doug McDermott",3600,"Chi@Tor 03:30PM ET",13.683,"Chi"
"SF","Maurice Harkless",3600,"Por@Den 09:00PM ET",12.529,"Por"
"PF","Kris Humphries",3500,"Mia@Was 06:00PM ET",14.240,"Was"
"PF","Kyle O'Quinn",3500,"Atl@NY 03:30PM ET",15.157,"NY"
"SF","Kelly Oubre Jr.",3500,"Mia@Was 06:00PM ET",9.281,"Was"
"SG","Nick Young",3400,"Pho@LAL 09:30PM ET",13.383,"LAL"
"SG","Gerald Henderson",3400,"Por@Den 09:00PM ET",11.538,"Por"
"SF","Derrick Williams",3400,"Atl@NY 03:30PM ET",13.273,"NY"
"PG","Ronnie Price",3300,"Pho@LAL 09:30PM ET",10.023,"Pho"
"PF","Mike Scott",3300,"Atl@NY 03:30PM ET",11.107,"Atl"
"SF","James Johnson",3300,"Chi@Tor 03:30PM ET",10.620,"Tor"
"SF","Kostas Papanikolaou",3300,"Por@Den 09:00PM ET",6.750,"Den"
"PG","Kirk Hinrich",3200,"Chi@Tor 03:30PM ET",8.727,"Chi"
"PF","Josh McRoberts",3200,"Mia@Was 06:00PM ET",10.638,"Mia"
"PG","Tim Frazier",3200,"Por@Den 09:00PM ET",5.881,"Por"
"PG","Beno Udrih",3100,"Mia@Was 06:00PM ET",9.462,"Mia"
"C","Tiago Splitter",3100,"Atl@NY 03:30PM ET",12.576,"Atl"
"PF","Kevin Seraphin",3100,"Atl@NY 03:30PM ET",10.313,"NY"
"SF","Anthony Brown",3100,"Pho@LAL 09:30PM ET",5.861,"LAL"
"PF","Noah Vonleh",3100,"Por@Den 09:00PM ET",9.486,"Por"
"SF","Metta World Peace",3000,"Pho@LAL 09:30PM ET",12.015,"LAL"
"SG","Mike Miller",3000,"Por@Den 09:00PM ET",5.856,"Den"
"C","Chris Kaman",3000,"Por@Den 09:00PM ET",5.850,"Por"
"PF","Louis Amundson",3000,"Atl@NY 03:30PM ET",7.327,"NY"
"SG","Alan Anderson",3000,"Mia@Was 06:00PM ET",0,"Was"
"C","Chris Andersen",3000,"Mia@Was 06:00PM ET",3.625,"Mia"
"PF","Drew Gooden",3000,"Mia@Was 06:00PM ET",10.357,"Was"
"PF","Amar'e Stoudemire",3000,"Mia@Was 06:00PM ET",8.464,"Mia"
"SF","Mike Dunleavy",3000,"Chi@Tor 03:30PM ET",0,"Chi"
"PF","Udonis Haslem",3000,"Mia@Was 06:00PM ET",5.683,"Mia"
"SG","Sasha Vujacic",3000,"Atl@NY 03:30PM ET",8.533,"NY"
"SG","Sonny Weems",3000,"Pho@LAL 09:30PM ET",5.297,"Pho"
"SG","Justin Holiday",3000,"Atl@NY 03:30PM ET",6.486,"Atl"
"SG","E'Twaun Moore",3000,"Chi@Tor 03:30PM ET",9.293,"Chi"
"C","Robert Sacre",3000,"Pho@LAL 09:30PM ET",9.646,"LAL"
"C","DeJuan Blair",3000,"Mia@Was 06:00PM ET",6.083,"Was"
"PG","Shelvin Mack",3000,"Atl@NY 03:30PM ET",8.019,"Atl"
"SG","Lamar Patterson",3000,"Atl@NY 03:30PM ET",7.402,"Atl"
"SF","Ryan Kelly",3000,"Pho@LAL 09:30PM ET",12.125,"LAL"
"PF","Cory Jefferson",3000,"Pho@LAL 09:30PM ET",6.625,"Pho"
"C","Mike Muscala",3000,"Atl@NY 03:30PM ET",9.120,"Atl"
"PF","Cameron Bairstow",3000,"Chi@Tor 03:30PM ET",2.667,"Chi"
"C","Tarik Black",3000,"Pho@LAL 09:30PM ET",9.844,"LAL"
"SG","Tim Hardaway Jr.",3000,"Atl@NY 03:30PM ET",5.438,"Atl"
"SG","Jarell Eddie",3000,"Mia@Was 06:00PM ET",14.000,"Was"
"PG","Jerian Grant",3000,"Atl@NY 03:30PM ET",10.935,"NY"
"PG","Marcelo Huertas",3000,"Pho@LAL 09:30PM ET",9.333,"LAL"
"PG","Bryce Cotton",3000,"Pho@LAL 09:30PM ET",4.000,"Pho"
"SF","Pat Connaughton",3000,"Por@Den 09:00PM ET",1.182,"Por"
"SG","Josh Richardson",3000,"Mia@Was 06:00PM ET",4.308,"Mia"
"SG","Norman Powell",3000,"Chi@Tor 03:30PM ET",4.229,"Tor"
"PF","Jarnell Stokes",3000,"Mia@Was 06:00PM ET",1.250,"Mia"
"C","Lucas Nogueira",3000,"Chi@Tor 03:30PM ET",7.591,"Tor"
"SG","Archie Goodwin",3000,"Pho@LAL 09:30PM ET",9.544,"Pho"
"SF","Anthony Bennett",3000,"Chi@Tor 03:30PM ET",4.525,"Tor"
"SF","Cleanthony Early",3000,"Atl@NY 03:30PM ET",1.500,"NY"
"PG","Delon Wright",3000,"Chi@Tor 03:30PM ET",1.450,"Tor"
"SF","Bruno Caboclo",3000,"Chi@Tor 03:30PM ET",0.000,"Tor"
"C","Walter Tavares",3000,"Atl@NY 03:30PM ET",4.400,"Atl"
"C","Cristiano Felicio",3000,"Chi@Tor 03:30PM ET",1.750,"Chi"
"PF","Cliff Alexander",3000,"Por@Den 09:00PM ET",3.286,"Por"
"SF","Luis Montero",3000,"Por@Den 09:00PM ET",2.750,"Por"
