"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SG","Kentavious Caldwell-Pope",5400,"Bkn@Det 07:30PM ET",25.632,"Det"
"PF","Ersan Ilyasova",5300,"Bkn@Det 07:30PM ET",21.493,"Det"
"SF","Marcus Morris",5300,"Bkn@Det 07:30PM ET",25.910,"Det"
"PF","Nikola Mirotic",5300,"Chi@Atl 05:00PM ET",23.478,"Chi"
"SF","Evan Fournier",5300,"Was@Orl 07:00PM ET",24.554,"Orl"
"PG","Trey Burke",5200,"Mia@Uta 09:00PM ET",20.671,"Uta"
"SF","Andre Iguodala",5100,"GS@Sac 10:00PM ET",21.396,"GS"
"PG","Dennis Schroder",5000,"Chi@Atl 05:00PM ET",22.264,"Atl"
"SF","Joe Johnson",4900,"Bkn@Det 07:30PM ET",22.785,"Bkn"
"SF","DeMarre Carroll",4900,"Tor@Phi 07:30PM ET",23.261,"Tor"
"PF","Marvin Williams",4900,"Cha@LAC 03:30PM ET",23.843,"Cha"
"SF","Bojan Bogdanovic",4900,"Bkn@Det 07:30PM ET",17.326,"Bkn"
"SG","Marco Belinelli",4800,"GS@Sac 10:00PM ET",18.139,"Sac"
"PF","Luis Scola",4700,"Tor@Phi 07:30PM ET",20.947,"Tor"
"PF","Trevor Booker",4700,"Mia@Uta 09:00PM ET",17.757,"Uta"
"C","Jeff Withey",4700,"Mia@Uta 09:00PM ET",15.019,"Uta"
"PG","Shane Larkin",4700,"Bkn@Det 07:30PM ET",17.734,"Bkn"
"C","Andrew Bogut",4600,"GS@Sac 10:00PM ET",20.940,"GS"
"SG","Rondae Hollis-Jefferson",4600,"Bkn@Det 07:30PM ET",18.289,"Bkn"
"PF","Bobby Portis",4600,"Chi@Atl 05:00PM ET",17.607,"Chi"
"PG","Shaun Livingston",4500,"GS@Sac 10:00PM ET",13.773,"GS"
"SG","Garrett Temple",4500,"Was@Orl 07:00PM ET",15.313,"Was"
"SF","Robert Covington",4500,"Tor@Phi 07:30PM ET",24.371,"Phi"
"SG","Jeremy Lamb",4500,"Cha@LAC 03:30PM ET",20.662,"Cha"
"C","Frank Kaminsky",4400,"Cha@LAC 03:30PM ET",15.434,"Cha"
"SF","Jerami Grant",4400,"Tor@Phi 07:30PM ET",20.868,"Phi"
"SG","Kyle Korver",4300,"Chi@Atl 05:00PM ET",19.900,"Atl"
"SF","Luol Deng",4300,"Mia@Uta 09:00PM ET",20.483,"Mia"
"C","Festus Ezeli",4300,"GS@Sac 10:00PM ET",20.685,"GS"
"SF","Paul Pierce",4200,"Cha@LAC 03:30PM ET",11.371,"LAC"
"SG","Alec Burks",4200,"Mia@Uta 09:00PM ET",23.018,"Uta"
"C","Bismack Biyombo",4200,"Tor@Phi 07:30PM ET",19.750,"Tor"
"SF","Jared Dudley",4100,"Was@Orl 07:00PM ET",17.818,"Was"
"PG","Ramon Sessions",4100,"Was@Orl 07:00PM ET",18.669,"Was"
"SF","Thabo Sefolosha",4100,"Chi@Atl 05:00PM ET",18.386,"Atl"
"SG","Jamal Crawford",4000,"Cha@LAC 03:30PM ET",18.278,"LAC"
"SG","Gerald Green",4000,"Mia@Uta 09:00PM ET",18.525,"Mia"
"C","Kosta Koufos",4000,"GS@Sac 10:00PM ET",18.657,"Sac"
"PG","Brandon Jennings",4000,"Bkn@Det 07:30PM ET",16.950,"Det"
"PF","Nene Hilario",3900,"Was@Orl 07:00PM ET",16.839,"Was"
"SG","Gary Neal",3900,"Was@Orl 07:00PM ET",15.856,"Was"
"SF","Aaron Gordon",3900,"Was@Orl 07:00PM ET",17.236,"Orl"
"PG","Aaron Brooks",3800,"Chi@Atl 05:00PM ET",16.271,"Chi"
"SG","Terrence Ross",3800,"Tor@Phi 07:30PM ET",14.742,"Tor"
"SF","Stanley Johnson",3800,"Bkn@Det 07:30PM ET",16.472,"Det"
"SF","James Johnson",3700,"Tor@Phi 07:30PM ET",11.058,"Tor"
"PF","Patrick Patterson",3700,"Tor@Phi 07:30PM ET",15.105,"Tor"
"SG","Ian Clark",3700,"GS@Sac 10:00PM ET",9.258,"GS"
"SG","Tyler Johnson",3700,"Mia@Uta 09:00PM ET",16.898,"Mia"
"SG","Nik Stauskas",3700,"Tor@Phi 07:30PM ET",14.607,"Phi"
"PF","Trey Lyles",3700,"Mia@Uta 09:00PM ET",9.902,"Uta"
"SG","Brandon Rush",3600,"GS@Sac 10:00PM ET",12.444,"GS"
"SF","Wesley Johnson",3600,"Cha@LAC 03:30PM ET",12.097,"LAC"
"PG","Isaiah Canaan",3600,"Tor@Phi 07:30PM ET",18.467,"Phi"
"SG","Hollis Thompson",3600,"Tor@Phi 07:30PM ET",16.667,"Phi"
"SF","Tony Snell",3600,"Chi@Atl 05:00PM ET",13.242,"Chi"
"PG","T.J. McConnell",3600,"Tor@Phi 07:30PM ET",20.395,"Phi"
"PG","Cory Joseph",3600,"Tor@Phi 07:30PM ET",17.816,"Tor"
"SF","Justise Winslow",3600,"Mia@Uta 09:00PM ET",15.030,"Mia"
"PF","Channing Frye",3500,"Was@Orl 07:00PM ET",13.359,"Orl"
"PF","Kris Humphries",3500,"Was@Orl 07:00PM ET",14.102,"Was"
"SG","Wayne Ellington",3500,"Bkn@Det 07:30PM ET",11.207,"Bkn"
"PF","Andrew Nicholson",3500,"Was@Orl 07:00PM ET",14.679,"Orl"
"SG","Austin Rivers",3500,"Cha@LAC 03:30PM ET",14.212,"LAC"
"SF","P.J. Hairston",3500,"Cha@LAC 03:30PM ET",11.750,"Cha"
"C","Marreese Speights",3400,"GS@Sac 10:00PM ET",11.367,"GS"
"C","Cole Aldrich",3400,"Cha@LAC 03:30PM ET",11.304,"LAC"
"SG","Joe Ingles",3400,"Mia@Uta 09:00PM ET",8.801,"Uta"
"PF","Carl Landry",3300,"Tor@Phi 07:30PM ET",17.167,"Phi"
"PF","Mike Scott",3300,"Chi@Atl 05:00PM ET",11.274,"Atl"
"SF","Chris Johnson",3300,"Mia@Uta 09:00PM ET",5.875,"Uta"
"PG","Shabazz Napier",3300,"Was@Orl 07:00PM ET",9.375,"Orl"
"SF","Doug McDermott",3300,"Chi@Atl 05:00PM ET",12.879,"Chi"
"SF","Jakarr Sampson",3300,"Tor@Phi 07:30PM ET",11.514,"Phi"
"C","Willie Cauley-Stein",3300,"GS@Sac 10:00PM ET",14.625,"Sac"
"SF","Kelly Oubre Jr.",3300,"Was@Orl 07:00PM ET",9.361,"Was"
"PG","Kirk Hinrich",3200,"Chi@Atl 05:00PM ET",9.040,"Chi"
"PF","Jason Smith",3200,"Was@Orl 07:00PM ET",11.313,"Orl"
"C","Spencer Hawes",3200,"Cha@LAC 03:30PM ET",13.940,"Cha"
"PF","Quincy Acy",3200,"GS@Sac 10:00PM ET",9.222,"Sac"
"SG","Ben McLemore",3200,"GS@Sac 10:00PM ET",13.479,"Sac"
"PF","Richaun Holmes",3200,"Tor@Phi 07:30PM ET",12.009,"Phi"
"PF","Anthony Tolliver",3100,"Bkn@Det 07:30PM ET",12.543,"Det"
"PF","Josh Smith",3100,"Cha@LAC 03:30PM ET",15.025,"LAC"
"PG","Beno Udrih",3100,"Mia@Uta 09:00PM ET",9.405,"Mia"
"PF","Luc Richard Mbah a Moute",3100,"Cha@LAC 03:30PM ET",6.632,"LAC"
"C","Aron Baynes",3100,"Bkn@Det 07:30PM ET",11.964,"Det"
"PG","Donald Sloan",3100,"Bkn@Det 07:30PM ET",9.047,"Bkn"
"PG","Seth Curry",3100,"GS@Sac 10:00PM ET",6.908,"Sac"
"SF","Lance Stephenson",3100,"Cha@LAC 03:30PM ET",10.563,"LAC"
"PG","Troy Daniels",3100,"Cha@LAC 03:30PM ET",5.533,"Cha"
"SG","Tim Hardaway Jr.",3100,"Chi@Atl 05:00PM ET",7.583,"Atl"
"PG","Raul Neto",3100,"Mia@Uta 09:00PM ET",12.103,"Uta"
"C","Elton Brand",3000,"Tor@Phi 07:30PM ET",0,"Phi"
"PG","Steve Blake",3000,"Bkn@Det 07:30PM ET",11.759,"Det"
"SG","Alan Anderson",3000,"Was@Orl 07:00PM ET",0,"Was"
"C","Chris Andersen",3000,"Mia@Uta 09:00PM ET",4.750,"Mia"
"PF","Drew Gooden",3000,"Was@Orl 07:00PM ET",9.969,"Was"
"PF","Amar'e Stoudemire",3000,"Mia@Uta 09:00PM ET",8.944,"Mia"
"SF","Caron Butler",3000,"GS@Sac 10:00PM ET",5.175,"Sac"
"SF","Mike Dunleavy",3000,"Chi@Atl 05:00PM ET",0,"Chi"
"PG","C.J. Watson",3000,"Was@Orl 07:00PM ET",13.875,"Orl"
"PG","Leandro Barbosa",3000,"GS@Sac 10:00PM ET",11.970,"GS"
"PF","Udonis Haslem",3000,"Mia@Uta 09:00PM ET",5.656,"Mia"
"PG","Brian Roberts",3000,"Cha@LAC 03:30PM ET",6.417,"Cha"
"PF","Joel Anthony",3000,"Bkn@Det 07:30PM ET",3.750,"Det"
"PF","Jason Thompson",3000,"GS@Sac 10:00PM ET",6.528,"GS"
"PF","Tyler Hansbrough",3000,"Cha@LAC 03:30PM ET",5.829,"Cha"
"PF","Josh McRoberts",3000,"Mia@Uta 09:00PM ET",10.638,"Mia"
"C","Andrea Bargnani",3000,"Bkn@Det 07:30PM ET",10.500,"Bkn"
"SG","Jodie Meeks",3000,"Bkn@Det 07:30PM ET",2.000,"Det"
"C","Tiago Splitter",3000,"Chi@Atl 05:00PM ET",12.510,"Atl"
"SG","Justin Holiday",3000,"Chi@Atl 05:00PM ET",6.250,"Atl"
"SG","E'Twaun Moore",3000,"Chi@Atl 05:00PM ET",9.188,"Chi"
"SG","James Anderson",3000,"GS@Sac 10:00PM ET",4.776,"Sac"
"C","DeJuan Blair",3000,"Was@Orl 07:00PM ET",6.083,"Was"
"PF","Willie Reed",3000,"Bkn@Det 07:30PM ET",8.971,"Bkn"
"PG","Shelvin Mack",3000,"Chi@Atl 05:00PM ET",9.117,"Atl"
"SG","Lamar Patterson",3000,"Chi@Atl 05:00PM ET",7.147,"Atl"
"SG","C.J. Wilcox",3000,"Cha@LAC 03:30PM ET",0.000,"LAC"
"PF","Thomas Robinson",3000,"Bkn@Det 07:30PM ET",9.032,"Bkn"
"C","Mike Muscala",3000,"Chi@Atl 05:00PM ET",9.087,"Atl"
"C","Tibor Pleiss",3000,"Mia@Uta 09:00PM ET",5.250,"Uta"
"PF","Cameron Bairstow",3000,"Chi@Atl 05:00PM ET",2.667,"Chi"
"SF","Duje Dukan",3000,"GS@Sac 10:00PM ET",0,"Sac"
"SG","Jarell Eddie",3000,"Was@Orl 07:00PM ET",10.950,"Was"
"PG","Kendall Marshall",3000,"Tor@Phi 07:30PM ET",10.400,"Phi"
"SF","Reggie Bullock",3000,"Bkn@Det 07:30PM ET",1.294,"Det"
"PG","Pablo Prigioni",3000,"Cha@LAC 03:30PM ET",8.219,"LAC"
"SG","Markel Brown",3000,"Bkn@Det 07:30PM ET",5.688,"Bkn"
"PF","Eric Moreland",3000,"GS@Sac 10:00PM ET",3.900,"Sac"
"SF","Devyn Marble",3000,"Was@Orl 07:00PM ET",1.000,"Orl"
"SG","Darrun Hilliard",3000,"Bkn@Det 07:30PM ET",3.455,"Det"
"PG","Spencer Dinwiddie",3000,"Bkn@Det 07:30PM ET",8.083,"Det"
"SF","Michael Kidd-Gilchrist",3000,"Cha@LAC 03:30PM ET",0,"Cha"
"SG","Josh Richardson",3000,"Mia@Uta 09:00PM ET",4.125,"Mia"
"C","Dewayne Dedmon",3000,"Was@Orl 07:00PM ET",10.761,"Orl"
"SF","Branden Dawson",3000,"Cha@LAC 03:30PM ET",3.875,"LAC"
"PF","James Michael McAdoo",3000,"GS@Sac 10:00PM ET",5.200,"GS"
"SG","Norman Powell",3000,"Tor@Phi 07:30PM ET",3.857,"Tor"
"PF","Jarnell Stokes",3000,"Mia@Uta 09:00PM ET",1.250,"Mia"
"C","Lucas Nogueira",3000,"Tor@Phi 07:30PM ET",6.827,"Tor"
"SF","Sergey Karasev",3000,"Bkn@Det 07:30PM ET",2.063,"Bkn"
"SF","Anthony Bennett",3000,"Tor@Phi 07:30PM ET",4.525,"Tor"
"PG","Delon Wright",3000,"Tor@Phi 07:30PM ET",1.929,"Tor"
"PG","Aaron Harrison",3000,"Cha@LAC 03:30PM ET",2.542,"Cha"
"C","Joel Embiid",3000,"Tor@Phi 07:30PM ET",0,"Phi"
"PG","Dante Exum",3000,"Mia@Uta 09:00PM ET",0,"Uta"
"SF","Bruno Caboclo",3000,"Tor@Phi 07:30PM ET",1.375,"Tor"
"C","Walter Tavares",3000,"Chi@Atl 05:00PM ET",7.036,"Atl"
"C","Cristiano Felicio",3000,"Chi@Atl 05:00PM ET",1.750,"Chi"
"SG","Mario Hezonja",3000,"Was@Orl 07:00PM ET",8.132,"Orl"
"PF","Kevon Looney",3000,"GS@Sac 10:00PM ET",0,"GS"
"PF","Chris McCullough",3000,"Bkn@Det 07:30PM ET",0,"Bkn"
